"Player","Season","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"THOMAS.HICKEY","2017-2018","NYI","D",41,607.83,564,624,-60,47.47,55.67,61.6,414,485,-71,46.05,40.87,47.88,308,356,-48,46.39,30.4,35.14,30,21,9,58.82,2.96,2.07,23.47,27.08,-3.61,46.43,2.32,2.67,32,44,12,3.16,4.34,9.74,94.1,7.25,95.67,5.67,94.42,1.58,1.25,103.84,100.09,3.76
"THOMAS.VANEK","2017-2018","VAN","L",51,594.05,482,620,-138,43.74,48.68,62.62,373,473,-100,44.09,37.67,47.77,287,342,-55,45.63,28.99,34.54,25,27,-2,48.08,2.53,2.73,20.5,27.94,-7.44,42.32,2.07,2.82,44,42,-2,4.44,4.24,8.71,92.11,6.7,94.29,5.5,94.09,1.21,0.2,100.82,99.59,1.23
"TIM.HEED","2017-2018","S.J","D",27,343.13,365,291,74,55.64,63.82,50.88,251,206,45,54.92,43.89,36.02,182,140,42,56.52,31.82,24.48,14,11,3,56,2.45,1.92,16.1,10.58,5.52,60.34,2.82,1.85,20,20,0,3.5,3.5,7.69,92.14,5.58,94.66,6.41,94.86,-0.84,-0.2,99.84,101.28,-1.44
"TIMO.MEIER","2017-2018","S.J","R",51,637.72,719,593,126,54.8,67.65,55.79,521,427,94,54.96,49.02,40.17,369,303,66,54.91,34.72,28.51,25,25,0,50,2.35,2.35,30.2,24.73,5.47,54.98,2.84,2.33,42,52,10,3.95,4.89,6.78,91.75,4.8,94.15,5.8,94.21,-1,-0.06,98.52,100,-1.48
"TIM.SCHALLER","2017-2018","BOS","C",50,547.5,494,463,31,51.62,54.14,50.74,373,343,30,52.09,40.88,37.59,275,239,36,53.5,30.14,26.19,13,15,-2,46.43,1.42,1.64,21.98,16.94,5.04,56.47,2.41,1.86,42,36,-6,4.6,3.95,4.73,93.72,3.49,95.63,5.89,95.06,-2.41,0.57,98.45,100.95,-2.5
"TJ.BRODIE","2017-2018","CGY","D",52,944.27,936,945,-9,49.76,59.47,60.05,686,716,-30,48.93,43.59,45.5,466,502,-36,48.14,29.61,31.9,34,36,-2,48.57,2.16,2.29,38.04,40.26,-2.22,48.58,2.42,2.56,52,54,2,3.3,3.43,7.3,92.83,4.96,94.97,5.55,94.38,-0.59,0.59,100.12,99.92,0.2
"T.J..OSHIE","2017-2018","WSH","R",46,619.7,572,572,0,50,55.38,55.38,418,431,-13,49.23,40.47,41.73,298,292,6,50.51,28.85,28.27,23,16,7,58.97,2.23,1.55,22.46,25.32,-2.86,47.01,2.17,2.45,47,44,-3,4.55,4.26,7.72,94.52,5.5,96.29,5.37,94.13,0.13,2.16,102.24,99.5,2.74
"TOBIAS.ENSTROM","2017-2018","WPG","D",30,469.22,409,418,-9,49.46,52.3,53.45,307,304,3,50.25,39.26,38.87,206,211,-5,49.4,26.34,26.98,15,17,-2,46.88,1.92,2.17,17.24,14.85,2.39,53.72,2.2,1.9,38,35,-3,4.86,4.48,7.28,91.94,4.89,94.41,5.62,95.12,-0.73,-0.71,99.22,100.73,-1.51
"TOBIAS.RIEDER","2017-2018","ARI","C",52,672.1,603,703,-100,46.17,53.83,62.76,448,527,-79,45.95,39.99,47.05,303,367,-64,45.22,27.05,32.76,21,28,-7,42.86,1.87,2.5,23.53,28.7,-5.17,45.05,2.1,2.56,26,28,2,2.32,2.5,6.93,92.37,4.69,94.69,5.25,94.55,-0.56,0.13,99.3,99.81,-0.51
"TOMAS.HERTL","2017-2018","S.J","C",52,659.43,739,631,108,53.94,67.24,57.41,534,436,98,55.05,48.59,39.67,371,305,66,54.88,33.76,27.75,23,30,-7,43.4,2.09,2.73,33.4,26.28,7.12,55.97,3.04,2.39,34,37,3,3.09,3.37,6.2,90.16,4.31,93.12,6.25,93.97,-1.95,-0.85,96.36,100.23,-3.86
"TOMAS.JURCO","2017-2018","CHI","R",6,62.52,68,56,12,54.84,65.26,53.74,50,35,15,58.82,47.98,33.59,34,23,11,59.65,32.63,22.07,1,0,1,100,0.96,0,2.81,1.69,1.12,62.44,2.7,1.62,3,6,3,2.88,5.76,2.94,100,2,100,5.62,95.17,-3.62,4.83,102.94,100.79,2.15
"TOMAS.NOSEK","2017-2018","VGK","L",41,373.25,379,367,12,50.8,60.92,59,285,260,25,52.29,45.81,41.8,195,194,1,50.13,31.35,31.19,11,14,-3,44,1.77,2.25,14.76,13.83,0.93,51.63,2.37,2.22,23,32,9,3.7,5.14,5.64,92.78,3.86,94.62,5.18,94.68,-1.32,-0.07,98.42,99.86,-1.44
"TOMAS.PLEKANEC","2017-2018","MTL","C",53,700.78,732,716,16,50.55,62.67,61.3,535,511,24,51.15,45.81,43.75,403,375,28,51.8,34.5,32.11,25,26,-1,49.02,2.14,2.23,32.49,25.87,6.62,55.67,2.78,2.21,56,45,-11,4.79,3.85,6.2,93.07,4.67,94.91,6.07,94.94,-1.4,-0.03,99.27,101.01,-1.74
"TOMAS.TATAR","2017-2018","DET","L",50,693.7,623,632,-9,49.64,53.88,54.66,499,475,24,51.23,43.16,41.08,357,362,-5,49.65,30.88,31.31,28,30,-2,48.28,2.42,2.59,26.69,29.39,-2.7,47.59,2.31,2.54,36,43,7,3.11,3.72,7.84,91.71,5.61,93.68,5.35,93.81,0.26,-0.13,99.56,99.16,0.39
"TOM.KUHNHACKL","2017-2018","PIT","R",49,399.1,305,387,-82,44.08,45.85,58.18,219,279,-60,43.98,32.92,41.94,162,199,-37,44.88,24.35,29.92,11,15,-4,42.31,1.65,2.26,12,13.81,-1.81,46.49,1.8,2.08,29,35,6,4.36,5.26,6.79,92.46,5.02,94.62,5.48,95.05,-0.46,-0.43,99.25,100.53,-1.28
"TOMMY.WINGELS","2017-2018","CHI","C",47,435.18,367,424,-57,46.4,50.6,58.46,270,298,-28,47.54,37.23,41.09,200,211,-11,48.66,27.57,29.09,10,19,-9,34.48,1.38,2.62,14.38,15.44,-1.06,48.22,1.98,2.13,40,45,5,5.51,6.2,5,91,3.7,93.62,5.33,94.82,-1.62,-1.19,96,100.14,-4.15
"TOM.PYATT","2017-2018","OTT","C",51,598.52,498,680,-182,42.28,49.92,68.17,363,463,-100,43.95,36.39,46.41,248,317,-69,43.89,24.86,31.78,18,29,-11,38.3,1.8,2.91,16.19,28.55,-12.36,36.19,1.62,2.86,40,32,-8,4.01,3.21,7.26,90.85,4.96,93.74,4.46,93.83,0.5,-0.1,98.11,98.29,-0.18
"TOM.WILSON","2017-2018","WSH","R",48,634.27,627,581,46,51.9,59.31,54.96,432,461,-29,48.38,40.87,43.61,292,310,-18,48.5,27.62,29.33,33,26,7,55.93,3.12,2.46,24.81,26.84,-2.03,48.03,2.35,2.54,54,58,4,5.11,5.49,11.3,91.61,7.64,94.36,5.74,94.18,1.9,0.18,102.91,99.92,2.99
"TONY.DEANGELO","2017-2018","NYR","D",15,178.2,178,177,1,50.14,59.93,59.6,144,134,10,51.8,48.48,45.12,113,107,6,51.36,38.05,36.03,4,9,-5,30.77,1.35,3.03,7.63,7.77,-0.14,49.55,2.57,2.62,18,12,-6,6.06,4.04,3.54,91.59,2.78,93.28,5.3,94.2,-2.52,-0.92,95.13,99.5,-4.37
"TOREY.KRUG","2017-2018","BOS","D",46,709.7,732,634,98,53.59,61.89,53.6,523,488,35,51.73,44.22,41.26,368,357,11,50.76,31.11,30.18,31,22,9,58.49,2.62,1.86,27.25,25.48,1.77,51.68,2.3,2.15,54,43,-11,4.57,3.64,8.42,93.84,5.93,95.49,5.21,94.78,0.72,0.71,102.26,99.99,2.27
"TORREY.MITCHELL","2017-2018","MTL/L.A","C",35,316.18,280,292,-12,48.95,53.13,55.41,200,216,-16,48.08,37.95,40.99,137,144,-7,48.75,26,27.33,9,17,-8,34.62,1.71,3.23,9.73,11.29,-1.56,46.29,1.85,2.14,30,26,-4,5.69,4.93,6.57,88.19,4.5,92.13,4.87,94.77,-0.37,-2.64,94.76,99.64,-4.87
"TRAVIS.DERMOTT","2017-2018","TOR","D",12,185.72,213,188,25,53.12,68.81,60.74,165,146,19,53.05,53.31,47.17,120,104,16,53.57,38.77,33.6,8,2,6,80,2.58,0.65,9.49,8.25,1.24,53.49,3.07,2.67,6,11,5,1.94,3.55,6.67,98.08,4.85,98.63,5.75,94.35,-0.9,4.28,104.74,100.1,4.64
"TRAVIS.HAMONIC","2017-2018","CGY","D",48,815.57,797,787,10,50.32,58.63,57.9,585,601,-16,49.33,43.04,44.21,398,424,-26,48.42,29.28,31.19,26,26,0,50,1.91,1.91,29.44,33.76,-4.32,46.58,2.17,2.48,54,58,4,3.97,4.27,6.53,93.87,4.44,95.67,5.03,94.38,-0.59,1.29,100.4,99.42,0.99
"TRAVIS.KONECNY","2017-2018","PHI","C",52,619.77,583,592,-9,49.62,56.44,57.31,438,428,10,50.58,42.4,41.43,328,312,16,51.25,31.75,30.2,26,24,2,52,2.52,2.32,26.06,24.2,1.86,51.85,2.52,2.34,34,39,5,3.29,3.78,7.93,92.31,5.94,94.39,5.95,94.35,-0.01,0.05,100.23,100.3,-0.06
"TRAVIS.SANHEIM","2017-2018","PHI","D",35,487.18,478,406,72,54.07,58.87,50,359,310,49,53.66,44.21,38.18,274,231,43,54.26,33.75,28.45,15,24,-9,38.46,1.85,2.96,18.66,16.32,2.34,53.34,2.3,2.01,36,47,11,4.43,5.79,5.47,89.61,4.18,92.26,5.2,94.74,-1.02,-2.48,95.08,99.93,-4.85
"TRAVIS.ZAJAC","2017-2018","N.J","C",34,429.07,337,397,-60,45.91,47.13,55.52,256,283,-27,47.5,35.8,39.57,189,201,-12,48.46,26.43,28.11,13,19,-6,40.62,1.82,2.66,15.68,16.04,-0.36,49.43,2.19,2.24,25,17,-8,3.5,2.38,6.88,90.55,5.08,93.29,6.12,94.33,-1.05,-1.05,97.43,100.46,-3.03
"TREVOR.DALEY","2017-2018","DET","D",45,727,641,722,-81,47.03,52.9,59.59,512,540,-28,48.67,42.26,44.57,352,410,-58,46.19,29.05,33.84,30,38,-8,44.12,2.48,3.14,28.56,31.79,-3.23,47.32,2.36,2.62,38,49,11,3.14,4.04,8.52,90.73,5.86,92.96,5.58,94.11,0.28,-1.15,99.25,99.69,-0.44
"TREVOR.LEWIS","2017-2018","L.A","C",52,660.73,582,593,-11,49.53,52.85,53.85,434,441,-7,49.6,39.41,40.05,296,309,-13,48.93,26.88,28.06,20,22,-2,47.62,1.82,2,23.15,23.78,-0.63,49.33,2.1,2.16,58,37,-21,5.27,3.36,6.76,92.88,4.61,95.01,5.33,94.61,-0.73,0.4,99.64,99.94,-0.3
"TREVOR.VAN RIEMSDYK","2017-2018","CAR","D",50,751.07,799,637,162,55.64,63.83,50.89,609,482,127,55.82,48.65,38.51,430,340,90,55.84,34.35,27.16,33,25,8,56.9,2.64,2,34.51,25.54,8.97,57.47,2.76,2.04,38,38,0,3.04,3.04,7.67,92.65,5.42,94.81,5.67,94.7,-0.25,0.11,100.32,100.37,-0.05
"TROY.BROUWER","2017-2018","CGY","R",52,543.52,534,555,-21,49.04,58.95,61.27,396,410,-14,49.13,43.72,45.26,272,274,-2,49.82,30.03,30.25,15,17,-2,46.88,1.66,1.88,19.45,20.78,-1.33,48.35,2.15,2.29,43,41,-2,4.75,4.53,5.51,93.8,3.79,95.85,4.91,94.93,-1.12,0.92,99.31,99.84,-0.53
"TROY.STECHER","2017-2018","VAN","D",38,596.08,567,551,16,50.72,57.07,55.46,424,440,-16,49.07,42.68,44.29,301,319,-18,48.55,30.3,32.11,21,26,-5,44.68,2.11,2.62,19.37,24.36,-4.99,44.29,1.95,2.45,37,43,6,3.72,4.33,6.98,91.85,4.95,94.09,4.57,94.46,0.38,-0.37,98.83,99.03,-0.21
"TUCKER.POOLMAN","2017-2018","WPG","D",15,180.72,182,156,26,53.85,60.42,51.79,134,116,18,53.6,44.49,38.51,96,89,7,51.89,31.87,29.55,7,4,3,63.64,2.32,1.33,6.82,6.5,0.32,51.2,2.26,2.16,7,7,0,2.32,2.32,7.29,95.51,5.22,96.55,5.09,94.4,0.13,2.16,102.8,99.49,3.31
"TYLER.BERTUZZI","2017-2018","DET","L",18,243.6,204,240,-36,45.95,50.25,59.11,163,179,-16,47.66,40.15,44.09,116,129,-13,47.35,28.57,31.77,12,11,1,52.17,2.96,2.71,8.32,9.7,-1.38,46.17,2.05,2.39,8,16,8,1.97,3.94,10.34,91.47,7.36,93.85,5.1,94.58,2.26,-0.73,101.82,99.69,2.13
"TYLER.BOZAK","2017-2018","TOR","C",54,669.62,704,633,71,52.66,63.08,56.72,511,495,16,50.8,45.79,44.35,357,368,-11,49.24,31.99,32.97,27,26,1,50.94,2.42,2.33,31.45,25.04,6.41,55.67,2.82,2.24,38,33,-5,3.4,2.96,7.56,92.93,5.28,94.75,6.15,94.94,-0.87,-0.19,100.5,101.1,-0.6
"TYLER.ENNIS","2017-2018","MIN","C",50,549.47,448,521,-73,46.23,48.92,56.89,344,395,-51,46.55,37.56,43.13,254,295,-41,46.27,27.74,32.21,15,21,-6,41.67,1.64,2.29,21.56,18.28,3.28,54.12,2.35,2,30,36,6,3.28,3.93,5.91,92.88,4.36,94.68,6.27,95.37,-1.91,-0.69,98.79,101.64,-2.85
"TYLER.JOHNSON","2017-2018","T.B","C",52,632.95,631,629,2,50.08,59.82,59.63,487,465,22,51.16,46.16,44.08,344,359,-15,48.93,32.61,34.03,29,24,5,54.72,2.75,2.28,26.82,25.38,1.44,51.38,2.54,2.41,40,42,2,3.79,3.98,8.43,93.31,5.95,94.84,5.51,94.54,0.45,0.3,101.74,100.05,1.7
"TYLER.MOTTE","2017-2018","CBJ","C",31,288.75,261,290,-29,47.37,54.23,60.26,204,209,-5,49.39,42.39,43.43,158,156,2,50.32,32.83,32.42,9,13,-4,40.91,1.87,2.7,12.26,14.19,-1.93,46.35,2.55,2.95,6,14,8,1.25,2.91,5.7,91.67,4.41,93.78,6.01,93.21,-1.6,0.57,97.36,99.22,-1.86
"TYLER.MYERS","2017-2018","WPG","D",53,820.07,787,745,42,51.37,57.58,54.51,585,552,33,51.45,42.8,40.39,423,397,26,51.59,30.95,29.05,33,26,7,55.93,2.41,1.9,31.13,32.97,-1.84,48.56,2.28,2.41,38,44,6,2.78,3.22,7.8,93.45,5.64,95.29,5.32,94.03,0.32,1.26,101.25,99.35,1.9
"TYLER.PITLICK","2017-2018","DAL","C",52,590.13,566,518,48,52.21,57.55,52.67,417,364,53,53.39,42.4,37.01,302,270,32,52.8,30.71,27.45,27,16,11,62.79,2.75,1.63,22.38,18.76,3.62,54.4,2.28,1.91,54,54,0,5.49,5.49,8.94,94.07,6.47,95.6,5.37,94.85,1.11,0.76,103.01,100.21,2.8
"TYLER.SEGUIN","2017-2018","DAL","C",54,778.95,768,774,-6,49.81,59.16,59.62,562,554,8,50.36,43.29,42.67,419,412,7,50.42,32.27,31.74,38,31,7,55.07,2.93,2.39,34.17,29.73,4.44,53.47,2.63,2.29,52,38,-14,4.01,2.93,9.07,92.48,6.76,94.4,6.08,94.63,0.68,-0.23,101.54,100.71,0.83
"TYLER.TOFFOLI","2017-2018","L.A","C",52,666.13,714,673,41,51.48,64.31,60.62,530,532,-2,49.91,47.74,47.92,371,380,-9,49.4,33.42,34.23,29,22,7,56.86,2.61,1.98,29.05,33.27,-4.22,46.61,2.62,3,43,43,0,3.87,3.87,7.82,94.21,5.47,95.86,5.48,93.75,-0.01,2.12,102.03,99.23,2.8
"TYSON.BARRIE","2017-2018","COL","D",37,607.5,544,585,-41,48.18,53.73,57.78,395,436,-41,47.53,39.01,43.06,286,317,-31,47.43,28.25,31.31,30,28,2,51.72,2.96,2.77,18.4,23.6,-5.2,43.81,1.82,2.33,40,48,8,3.95,4.74,10.49,91.17,7.59,93.58,4.66,94.59,2.94,-1.01,101.66,99.25,2.41
"TYSON.JOST","2017-2018","COL","C",34,372.97,317,369,-52,46.21,51,59.36,225,252,-27,47.17,36.2,40.54,168,183,-15,47.86,27.03,29.44,9,12,-3,42.86,1.45,1.93,11.86,12.16,-0.3,49.38,1.91,1.96,25,32,7,4.02,5.15,5.36,93.44,4,95.24,5.27,95.17,-1.27,0.06,98.8,100.45,-1.65
"VALTTERI.FILPPULA","2017-2018","PHI","C",52,690.03,557,668,-111,45.47,48.43,58.08,404,484,-80,45.5,35.13,42.09,302,348,-46,46.46,26.26,30.26,19,22,-3,46.34,1.65,1.91,21.8,26.31,-4.51,45.31,1.9,2.29,41,48,7,3.57,4.17,6.29,93.68,4.7,95.45,5.4,94.56,-0.69,0.89,99.97,99.96,0.01
"VICTOR.ANTIPIN","2017-2018","BUF","D",29,399.57,315,356,-41,46.94,47.3,53.46,224,271,-47,45.25,33.64,40.69,168,197,-29,46.03,25.23,29.58,13,14,-1,48.15,1.95,2.1,9.42,15.2,-5.78,38.26,1.41,2.28,20,25,5,3,3.75,7.74,92.89,5.8,94.83,4.21,94.39,1.6,0.44,100.63,98.6,2.03
"VICTOR.HEDMAN","2017-2018","T.B","D",48,870.55,917,822,95,52.73,63.2,56.65,677,629,48,51.84,46.66,43.35,482,468,14,50.74,33.22,32.26,44,30,14,59.46,3.03,2.07,36.74,32.01,4.73,53.44,2.53,2.21,57,72,15,3.93,4.96,9.13,93.59,6.5,95.23,5.43,94.91,1.07,0.32,102.72,100.34,2.38
"VICTOR.METE","2017-2018","MTL","D",38,496.12,484,485,-1,49.95,58.53,58.66,359,335,24,51.73,43.42,40.51,271,239,32,53.14,32.77,28.9,26,21,5,55.32,3.14,2.54,24.32,16.98,7.34,58.89,2.94,2.05,30,40,10,3.63,4.84,9.59,91.21,7.24,93.73,6.77,94.93,0.47,-1.2,100.81,101.71,-0.9
"VICTOR.RASK","2017-2018","CAR","C",51,671.38,675,669,6,50.22,60.32,59.79,481,503,-22,48.88,42.99,44.95,335,357,-22,48.41,29.94,31.9,25,19,6,56.82,2.23,1.7,27.25,27.08,0.17,50.16,2.44,2.42,23,38,15,2.06,3.4,7.46,94.68,5.2,96.22,5.67,94.62,-0.47,1.61,102.14,100.28,1.86
"VIKTOR.ARVIDSSON","2017-2018","NSH","L",49,634.87,655,633,22,50.85,61.9,59.82,484,483,1,50.05,45.74,45.65,349,342,7,50.51,32.98,32.32,28,19,9,59.57,2.65,1.8,23.94,29.09,-5.15,45.14,2.26,2.75,53,45,-8,5.01,4.25,8.02,94.44,5.79,96.07,4.95,93.98,0.84,2.09,102.47,98.92,3.54
"VINCE.DUNN","2017-2018","STL","D",47,669.47,678,591,87,53.43,60.76,52.97,489,442,47,52.52,43.83,39.61,379,334,45,53.16,33.97,29.93,24,22,2,52.17,2.15,1.97,25.87,22.79,3.08,53.16,2.32,2.04,41,37,-4,3.67,3.32,6.33,93.41,4.91,95.02,5.29,94.84,-0.38,0.18,99.75,100.13,-0.39
"VINCENT.TROCHECK","2017-2018","FLA","C",50,724.02,700,751,-51,48.24,58.01,62.24,550,587,-37,48.37,45.58,48.65,388,432,-44,47.32,32.15,35.8,31,37,-6,45.59,2.57,3.07,29.06,34.76,-5.7,45.53,2.41,2.88,48,61,13,3.98,5.06,7.99,91.44,5.64,93.7,5.28,94.08,0.35,-0.38,99.42,99.36,0.06
"VINNIE.HINOSTROZA","2017-2018","CHI","C",22,257.05,330,250,80,56.9,77.03,58.35,231,191,40,54.74,53.92,44.58,168,142,26,54.19,39.21,33.15,14,11,3,56,3.27,2.57,13.31,10.6,2.71,55.67,3.11,2.47,11,15,4,2.57,3.5,8.33,92.25,6.06,94.24,5.76,94.45,0.3,-0.21,100.59,100.21,0.37
"VINNI.LETTIERI","2017-2018","NYR","C",11,124.15,101,143,-42,41.39,48.81,69.11,83,106,-23,43.92,40.11,51.23,62,81,-19,43.36,29.96,39.15,4,9,-5,30.77,1.93,4.35,4.44,5.07,-0.63,46.69,2.15,2.45,6,8,2,2.9,3.87,6.45,88.89,4.82,91.51,5.35,95.22,-0.53,-3.71,95.34,100.57,-5.23
"VLADIMIR.SOBOTKA","2017-2018","STL","C",54,752.6,727,702,25,50.87,57.96,55.97,539,517,22,51.04,42.97,41.22,388,406,-18,48.87,30.93,32.37,22,26,-4,45.83,1.75,2.07,25.97,27.64,-1.67,48.44,2.07,2.2,47,55,8,3.75,4.38,5.67,93.6,4.08,94.97,4.82,94.65,-0.74,0.32,99.27,99.47,-0.21
"VLADIMIR.TARASENKO","2017-2018","STL","R",54,796.05,849,762,87,52.7,63.99,57.43,633,533,100,54.29,47.71,40.17,449,401,48,52.82,33.84,30.22,41,18,23,69.49,3.09,1.36,32.85,28.48,4.37,53.56,2.48,2.15,39,52,13,2.94,3.92,9.13,95.51,6.48,96.62,5.19,94.66,1.29,1.97,104.64,99.85,4.8
"VLADISLAV.NAMESTNIKOV","2017-2018","T.B","C",53,741.65,775,713,62,52.08,62.7,57.68,577,542,35,51.56,46.68,43.85,402,413,-11,49.33,32.52,33.41,38,27,11,58.46,3.07,2.18,30.61,29.39,1.22,51.02,2.48,2.38,49,49,0,3.96,3.96,9.45,93.46,6.59,95.02,5.31,94.58,1.28,0.44,102.92,99.88,3.03
